ts,id,monitor_id,metric,result_str,result_float1,result_float2,result_float3,result_float4,result_float5,Day
2019-07-17 10:13:14.378126,348,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:13:14 GMT 2019""}'",1,1.2119488716125488,\N,\N,\N,17
2019-07-17 10:13:14.400384,349,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:13:14 GMT 2019""}'",1,1.12392258644104,\N,\N,\N,17
2019-07-17 10:18:18.192836,359,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:18:18 GMT 2019""}'",1,1.2309565544128418,\N,\N,\N,17
2019-07-17 10:18:18.212231,360,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:18:18 GMT 2019""}'",1,1.2534525394439695,\N,\N,\N,17
2019-07-17 10:18:18.268902,361,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:18:18 GMT 2019""}'",1,1.3604686260223389,\N,\N,\N,17
2019-07-17 10:23:22.331576,371,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:23:22 GMT 2019""}'",1,1.0612995624542236,\N,\N,\N,17
2019-07-17 10:23:22.396794,372,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:23:22 GMT 2019""}'",1,1.1543841361999512,\N,\N,\N,17
2019-07-17 10:23:22.665210,373,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:23:22 GMT 2019""}'",1,1.046702861785889,\N,\N,\N,17
2019-07-17 10:28:26.006895,383,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:28:25 GMT 2019""}'",1,1.194807052612305,\N,\N,\N,17
2019-07-17 10:33:29.906590,395,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:33:29 GMT 2019""}'",1,1.1554827690124512,\N,\N,\N,17
2019-07-17 10:38:32.252677,401,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:38:32 GMT 2019""}'",1,1.0529549121856687,\N,\N,\N,17
2019-07-17 10:28:26.238026,384,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:28:26 GMT 2019""}'",1,1.0571975708007812,\N,\N,\N,17
